label,group,description,value,unit,rationale,reference,link
Fact_H_P_coal_fec_2018,ui,EEV Kohle 2021,127934166.66666666,,"Endenergieverbrauch Steinkohle (Kohle, Briketts, Koks), Braunkohle (Kohle, Briketts, Andere Braunkohleprodukte) 2021","AG EB 2023 Bilanz 2021 Zeile 45, Spalte C-J",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_H_P_fueloil_fec_2018,ui,EEV HeizÃ¶l 2021,129304444.44444445,,Endenergieverbrauch Heizöl leicht 2021,"AG EB 2023 Bilanz 2021 Zeile 45, Spalte P",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_H_P_lpg_fec_2018,ui,EEV FlÃ¼ssiggas 2021,19115277.777777776,,Endenergieverbrauch Flüssiggas 2021,"AG EB 2023 Bilanz 2021 Zeile 45, Spalte S",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_H_P_gas_fec_2018,ui,EEV Erdgas 2021,657170000,,"Endenergieverbrauch Kokereigas Stadtgas, Gichtgas Konvertergas, Erdgas Erdölgas, Grubengas 2021","AG EB 2023 Bilanz 2021 Zeile 45, Spalte V-Y",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_H_P_opetpro_fec_2018,ui,EEV Sonstige MineralÃ¶lprodukte 2021,18236944.444444444,,"Endenergieverbrauch Heizöl schwer, Petrolkoks, Raffineriegas, Andere Mineralölprodukte 2021","AG EB 2023 Bilanz 2021 Zeile 45, Spalte Q, R, T, U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_H_P_biomass_fec_2018,ui,"EEV Biomasse (fest, gasfÃ¶rmig) 2021",184465277.77777776,,"Endenergieverbrauch Biomasse, erneuerbare Abfälle 2021","AG EB 2023 Bilanz 2021 Zeile 45, Spalte AA",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_H_P_orenew_fec_2018,ui,"EEV Sonstige EE (Geothermie, Solarthermie, UmweltwÃ¤rme) 2021",27535277.777777776,,Endenergieverbrauch Solarthermie Geothermie Umweltwärme 2021,"AG EB 2023 Bilanz 2021 Zeile 45, Spalte AB",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_H_P_ofossil_fec_2018,ui,EEV Sonstige Konventionelle 2021,21776388.888888888,,Endenergieverbrauch Fossile Abfälle Sonstige 2021,"AG EB 2023 Bilanz 2021 Zeile 45, Spalte AC",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_H_P_heatnet_fec_2018,ui,EEV FernwÃ¤rme 2021,121672500,,Endenergieverbrauch Fernwärme 2021,"AG EB 2023 Bilanz 2021 Zeile 45, Spalte AF",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_H_P_heatnet_lheatpump_invest_203X,ud,spezifische Investitionen GroÃŸwÃ¤rmepumpen (Mittelwert 2020 bis 2050),325000,,Wert fÃ¼r 2025,"Fraunhofer, S. 9",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Fact_H_P_heatnet_geoth_invest_203X,ud,spezifische Investitionen Tiefengeothermie (Mittelwert 2020 bis 2050),3236571.42857142,,Wert fÃ¼r 2025,"Fraunhofer, S. 9",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Fact_H_P_heatnet_solarth_park_invest_203X,ud,spezifische Investition Solarthermie FreiflÃ¤chenanlagen (Mittelwert 2020 bis 2050),2257142.85714285,â‚¬/ha,Mittelwert fÃ¼r 2020-2050 ist 226â‚¬/mÂ²,"Fraunhofer, S. 9",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Fact_H_P_heatnet_geoth_full_load_hours,ud,Vollbenutzungstunden Tiefengeothermie (WÃ¤rme),3000,h,Wert fÃ¼r 2030,"Helmholtz-Zentrum Potsdam, S. 13",https://www.energieforschung.de/lw_resource/datapool/systemfiles/elements/files/7001515C324B5AD3E0539A695E860AFF/current/document/1.2_Tiefengeothermie.pdf
Fact_H_P_heatnet_solarth_park_yield_2025,ud,FlÃ¤chenertrag Solarthermie,4250,MWh/ha,"Ertrag 350 - 500 kWh/mÂ²a, Mittelwert 425","Ministerium fÃ¼r Umwelt, Klima und Energiewirtschaft Baden-WÃ¼rttemberg, S. 24",https://um.baden-wuerttemberg.de/fileadmin/redaktion/m-um/intern/Dateien/Dokumente/2_Presse_und_Service/Publikationen/Energie/Handlungsleitfaden_Freiflaechensolaranlagen.pdf
Fact_H_P_storage_specific_volume,ud,VerhÃ¤ltnis von Speichervolumen zu WÃ¤rmeverbrauch,0.03,mÂ³/MWh,VerhÃ¤ltnis von WÃ¤rmeverbrauch des FernwÃ¤rmenetzes zu SpeicherkapazitÃ¤t des Referenzspeichers,"Enerko, S. 48",https://enerko.de/wp-content/uploads/2017/03/EW-3_2017_Sektorenkopplung-treibt-den-Bedarf-an-W%C3%A4rmespeichern.pdf
Fact_H_P_storage_specific_cost,ud,Spezifische Kosten WÃ¤rmespeicher fÃ¼r WÃ¤rmenetze,550,â‚¬/mÂ³,Kosten fÃ¼r einen athmosphÃ¤rischien Zeizonenspeicher; Mittelwert von 400 - 700 â‚¬/mÂ³,"Enerko, S. 45",https://enerko.de/wp-content/uploads/2017/03/EW-3_2017_Sektorenkopplung-treibt-den-Bedarf-an-W%C3%A4rmespeichern.pdf
Fact_H_P_heatnet_lheatpump_apf,ud,Jahresarbeitszahl GroÃŸwÃ¤rmepumpen,2.825,,"Jahresarbeitszahl (annual performance factor) von GroÃŸwÃ¤rmepumpen Mittelwert von 3 (75Â°C Netz) und 2,65 (90Â°C Netz)",Heidelberg kohlefrei,https://hd-kohlefrei.de/energiewende-in-der-waermeversorgung/flusswaerme/
Fact_H_P_heatnet_lheatpump_full_load_hours,ud,Vollbenutzungsstunden GroÃŸwÃ¤rmepumpen (FlusswÃ¤rmepumpe),4380,,"Wert aus Quelle von BMWi, IREES, ifeu, Fraunhofer ISI","BMWi, S. 114",https://ec.europa.eu/energy/sites/default/files/de_ca_2020_de.pdf
Fact_E_P_climate_neutral_ratio_CO2e_cb_to_fec,ud,"Emissionsfaktor fÃ¼r klimaneutrale Stromerzeugung (Photovoltaik, Windkraft, Geothermie, Laufwasser und Kernenergie)",0,t/MWh,"FÃ¼r Photovoltaik, Windkraft, Geothermie, Laufwasser und Kernenergie entstehen keine verbrennungsbedingten Emissione wÃ¤hrend des Betriebs. AuÃŸerdem werden keine Emissionen aus der Vorkette (Herstellung und Installation der Anlagen) bei der Stromerzeugung berÃ¼cksichtigt. Diese Emissionen sind ggf. in den Bereichen Industrie und GHD im jeweiligen Herstellungsjahr zu bilanzieren. Beim Betrieb der Anlagen sind in der jÃ¤hrlichen Bilanz dann keine Emissionen zu berÃ¼cksichtigen.",Eigene Angabe,Eigene Angabe
Fact_E_P_coal_brown_ratio_CO2e_cb_to_gep_2018,ud,Emissionsfaktor Braunkohle (bezogen auf Bruttostromerzeugung),1.0018008590420884,t/MWh,Gesamtemissionen (110685408 t CO2) gemäß Primärenergieeinsatz aus AG EB und Emissionsfaktoren aus NIR geteilt durch Bruttostromerzeugung (Fact_E_P_elec_prodvol_brutto_2018*Fact_E_P_coal_brown_pct_of_gep_2018),"AG EB 2023 Bilanz 2021 Zeile 11+12+14, NIR S. 854ff (Tabelle 481), extra Berechnungstabelle AG_EB_2023_Heizwerke_Kraftwerke_Industrie_2021.xlsx",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf ; https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf ; https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_coal_black_ratio_CO2e_cb_to_gep_2018,ud,Emissionsfaktor Steinkohle (bezogen auf Bruttostromerzeugung),0.7571196358799271,t/MWh,Gesamtemissionen (41483826 t CO2) gemäß Primärenergieeinsatz aus AG EB und Emissionsfaktoren aus NIR geteilt durch Bruttostromerzeugung (Fact_E_P_elec_prodvol_brutto_2018*Fact_E_P_coal_black_pct_of_gep_2018),"AG EB 2023 Bilanz 2021 Zeile 11+12+14, NIR S. 854ff (Tabelle 481), extra Berechnungstabelle AG_EB_2023_Heizwerke_Kraftwerke_Industrie_2021.xlsx",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf ; https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf ; https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_gas_ratio_CO2e_cb_to_gep_2018,ud,Emissionsfaktor Erdgas (bezogen auf Bruttostromerzeugung),0.358363384474797,t/MWh,Gesamtemissionen (32473794 t CO2) gemäß Primärenergieeinsatz aus AG EB und Emissionsfaktoren aus NIR geteilt durch Bruttostromerzeugung (Fact_E_P_elec_prodvol_brutto_2018*Fact_E_P_gas_pct_of_gep_2018),"AG EB 2023 Bilanz 2021 Zeile 11+12+14, NIR S. 854ff (Tabelle 481), extra Berechnungstabelle AG_EB_2023_Heizwerke_Kraftwerke_Industrie_2021.xlsx",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf ; https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf ; https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_ofossil_ratio_CO2e_cb_to_gep_2018,ud,"Emissionsfaktor sonstige fossil (Gichtgas, ErdÃ¶lprodukte, nicht-biogener MÃ¼ll, IndustrieabfÃ¤lle etc.) (bezogen auf Bruttostromerzeugung)",0.9457850496192882,t/MWh,Gesamtemissionen (2879818+17846993+6892134 t CO2) gemäß Primärenergieeinsatz aus AG EB und Emissionsfaktoren aus NIR geteilt durch Bruttostromerzeugung (Fact_E_P_elec_prodvol_brutto_2018*Fact_E_P_ofossil_pct_of_gep_2018),"AG EB 2023 Bilanz 2021 Zeile 11+12+14, NIR S. 854ff (Tabelle 481), extra Berechnungstabelle AG_EB_2023_Heizwerke_Kraftwerke_Industrie_2021.xlsx",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf ; https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf ; https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_biomass_ratio_CO2e_cb_to_gep_2018,ud,"Emissionsfaktor nur CO2 Biomasse (gesamt: BiomÃ¼ll, feste + flÃ¼ssige Biomasse, Biogase), bezogen auf Bruttostromerzeugung",0.0672508440110823,t/MWh,Gesamtemissionen (3381093 t CO2) gemäß Primärenergieeinsatz aus AG EB und Emissionsfaktoren aus NIR geteilt durch Bruttostromerzeugung (Fact_E_P_elec_prodvol_brutto_2018*Fact_E_P_biomass_pct_of_gep_2018),"AG EB 2023 Bilanz 2021 Zeile 11+12+14, NIR S. 854ff (Tabelle 481), extra Berechnungstabelle AG_EB_2023_Heizwerke_Kraftwerke_Industrie_2021.xlsx",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf ; https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf ; https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_biomass_ratio_CO2e_cb_nonCO2_to_gep_2018,ud,"Emissionsfaktor  CO2eq aus CH4+N2O fÃ¼r Biomasse (gesamt: BiomÃ¼ll, feste + flÃ¼ssige Biomasse, Biogase), bezogen auf Bruttostromerzeugung",0.0713804222307371,t/MWh,"Das UBA weist verbrennungsbedingte CO2-Emissionen bei Biomasse nur nachrichtlich aus (NIR 2021 S. 857 FuÃŸnote 3), weswegen wir auch so verfahren. Die non-CO2-THG, die wÃ¤hrend der Verbrennung auftreten, kÃ¶nnen jedoch mithilfe der Emissionsbilanz erneuerbarer EnergietrÃ¤ger errecht werden. FÃ¼r die Strom-Erzeugung aus biogenem Abfall (50.044 TWh) wurden 3.572.000 t/a CO2e fÃ¼r die non-CO2-THG-Emissionen aus der Verbrennung berechnet. ","UBA 2022 Emissionsbilanz EE 2021 Kapitel 5.3 (ab S. 105), extra Berechnungstabelle UBA_2022_EEE_EF_non-CO2-THG_Biomasse_2021.xlsx",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/2022-12-09_climate-change_43-2022_emissionsbilanz_erneuerbarer_energien_2021.pdf
Fact_E_P_biomass_waste_ratio_CO2e_cb_nonCO2_to_gep_2018,ud,Emissionsfaktor CO2eq aus CH4+N2O fÃ¼r BiomÃ¼ll,0.00381384497647913,t/MWh,"Das UBA weist verbrennungsbedingte CO2-Emissionen bei Biomasse nur nachrichtlich aus (NIR 2021 S. 857 FuÃŸnote 3), weswegen wir auch so verfahren. Die non-CO2-THG, die wÃ¤hrend der Verbrennung auftreten, kÃ¶nnen jedoch mithilfe der Emissionsbilanz erneuerbarer EnergietrÃ¤ger errecht werden. FÃ¼r die Strom-Erzeugung aus biogenem Abfall (6.007 TWh) wurden 23.000 t/a CO2e fÃ¼r die non-CO2-THG-Emissionen aus der Verbrennung berechnet. ","UBA 2022 Emissionsbilanz EE 2021 Kapitel 5.3 (ab S. 105), extra Berechnungstabelle UBA_2022_EEE_EF_non-CO2-THG_Biomasse_2021.xlsx",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/2022-12-09_climate-change_43-2022_emissionsbilanz_erneuerbarer_energien_2021.pdf
Fact_E_P_biomass_solid_ratio_CO2e_cb_nonCO2_to_gep_2018,ud,Emissionsfaktor CO2eq aus CH4+N2O fÃ¼r Biomasse fest,0.0108352387678845,t/MWh,"Das UBA weist verbrennungsbedingte CO2-Emissionen bei Biomasse nur nachrichtlich aus (NIR 2021 S. 857 FuÃŸnote 3), weswegen wir auch so verfahren. Die non-CO2-THG, die wÃ¤hrend der Verbrennung auftreten, kÃ¶nnen jedoch mithilfe der Emissionsbilanz erneuerbarer EnergietrÃ¤ger errecht werden. FÃ¼r die Strom-Erzeugung aus fester Biomasse (10.909 TWh) wurden 118.000 t/a CO2e fÃ¼r die non-CO2-THG-Emissionen aus der Verbrennung berechnet. ","UBA 2022 Emissionsbilanz EE 2021 Kapitel 5.3 (ab S. 105), extra Berechnungstabelle UBA_2022_EEE_EF_non-CO2-THG_Biomasse_2021.xlsx",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/2022-12-09_climate-change_43-2022_emissionsbilanz_erneuerbarer_energien_2021.pdf
Fact_E_P_biomass_gaseous_ratio_CO2e_cb_nonCO2_to_gep_2018,ud,Emissionsfaktor CO2eq aus CH4+N2O fÃ¼r Biogas,0.103569502041247,t/MWh,"Das UBA weist verbrennungsbedingte CO2-Emissionen bei Biomasse nur nachrichtlich aus (NIR 2021 S. 857 FuÃŸnote 3), weswegen wir auch so verfahren. Die non-CO2-THG, die wÃ¤hrend der Verbrennung auftreten, kÃ¶nnen jedoch mithilfe der Emissionsbilanz erneuerbarer EnergietrÃ¤ger errecht werden. FÃ¼r die Strom-Erzeugung aus gasförmiger Biomasse (33.129 TWh) wurden 3.431.000 t/a CO2e fÃ¼r die non-CO2-THG-Emissionen aus der Verbrennung berechnet. ","UBA 2022 Emissionsbilanz EE 2021 Kapitel 5.3 (ab S. 105), extra Berechnungstabelle UBA_2022_EEE_EF_non-CO2-THG_Biomasse_2021.xlsx",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/2022-12-09_climate-change_43-2022_emissionsbilanz_erneuerbarer_energien_2021.pdf
Fact_E_P_elec_prodvol_brutto_2018,ui,Bruttostromerzeugung Deutschland 2021,589261000,MWh/a,UmwandlungsausstroÃŸ Strom insgesamt gibt die Bruttostromerzeugung an,"AG EB 2023 Bilanz 2021 Zeile 32, Spalte AD",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_E_P_elec_prodvol_netto_2018,ui,Nettostromerzeugung (EEV) Deutschland 2021,496699187.5,MWh/a,"Endenergieverbrach Strom insgesamt gibt die Nettostromerzeugung bzw. -nutzung an, nach Verlusten etc","AG EB 2023 Bilanz 2021 Zeile 45, Spalte AD",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_E_P_nuclear_pct_of_gep_2018,ud,Anteil Kernenergie an Bruttostromerzeugung Deutschland 2021,0.11767711171662124,%,"Aufstellung des statistisches Bundesamtes, korrekte Bruttostromerzeugung insgesamt 587.2 TWh verwendet",destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_coal_black_pct_of_gep_2018,ud,Anteil Steinkohle an Bruttostromerzeugung Deutschland 2021,0.09298365122615804,%,"Aufstellung des statistisches Bundesamtes, korrekte Bruttostromerzeugung insgesamt 587.2 TWh verwendet",destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_coal_brown_pct_of_gep_2018,ud,Anteil Braunkohle an Bruttostromerzeugung Deutschland 2021,0.18749999999999997,%,"Aufstellung des statistisches Bundesamtes, korrekte Bruttostromerzeugung insgesamt 587.2 TWh verwendet",destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_gas_pct_of_gep_2018,ud,Anteil Erdgas an Bruttostromerzeugung Deutschland 2021,0.15378065395095367,%,"Aufstellung des statistisches Bundesamtes, korrekte Bruttostromerzeugung insgesamt 587.2 TWh verwendet",destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_ofossil_pct_of_gep_2018,ud,Anteil sonstiges konventionelles (inkl. MineralÃ¶l) an Bruttostromerzeugung Deutschland 2021,0.04955722070844686,%,Aufstellung des statistisches Bundesamtes (MineralÃ¶lprodukte + Ã¼brige EnergietrÃ¤ger),destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_pv_pct_of_gep_2018,ud,Anteil Photovoltaik an Bruttostromerzeugung Deutschland 2021,0.08395776566757492,%,"Aufstellung des statistisches Bundesamtes, korrekte Bruttostromerzeugung insgesamt 587.2 TWh verwendet",destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_wind_pct_of_gep_2018,ud,Anteil Windkraft an Bruttostromerzeugung Deutschland 2021,0.19533378746594005,%,"Aufstellung des statistisches Bundesamtes, korrekte Bruttostromerzeugung insgesamt 587.2 TWh verwendet",destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_wind_offshore_pct_of_gep_2018,ud,Anteil Windkraft offshore 2021,0.04138427700549577,%,"""Sie lag im Jahr 2021 bei 118 Mrd. kWh (davon 93 Mrd. kWh aus Windenergieanlagen an Land und 25 Mrd. kWh aus Windenergieanlagen auf See).""",Berechnung =Fact_E_P_wind_pct_of_gep_2018*25/118,https://www.umweltbundesamt.de/presse/pressemitteilungen/deutlich-weniger-erneuerbarer-strom-im-jahr-2021
Fact_E_P_wind_onshore_pct_of_gep_2018,ud,Anteil Windkraft onshore 2021,0.15394951046044425,%,"""Sie lag im Jahr 2021 bei 118 Mrd. kWh (davon 93 Mrd. kWh aus Windenergieanlagen an Land und 25 Mrd. kWh aus Windenergieanlagen auf See).""",Berechnung =Fact_E_P_wind_pct_of_gep_2018*93/118,https://www.umweltbundesamt.de/presse/pressemitteilungen/deutlich-weniger-erneuerbarer-strom-im-jahr-2021
Fact_E_P_biomass_pct_of_gep_2018,ud,Anteil Biomasse insgesamt an Bruttostromerzeugung Deutschland 2021 (einschlieÃŸlich biogener Abfall),0.08532016348773841,%,"Biomasse (7,5%) plus biogener HausmÃ¼ll (1,0%) aus Aufstellung des statistisches Bundesamtes",destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_biomass_waste_pct_of_gep_2018,ud,Anteil Stromerzeugung BiomÃ¼ll ,0.010241352051611476,%,"Nur biogener Anteil des SiedlungsmÃ¼lls (5.805 GWh) und flÃ¼ssige (202 GWh) Biomasse aus Summe des Biomasse-Stroms 50.044 GWh  (S. 67, 73, 80, 83, 86, 89)","UBA 2022 Emissionsbilanz EE 2021 ab Kapitel 4.6 (ab S. 67), extra Berechnungstabelle UBA_2022_EEE_EF_non-CO2-THG_Biomasse_2021.xlsx",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/2022-12-09_climate-change_43-2022_emissionsbilanz_erneuerbarer_energien_2021.pdf 
Fact_E_P_biomass_solid_pct_of_gep_2018,ud,Anteil Stromerzeugung Biomasse fest ,0.018598786337777524,%,"Nur feste Biomasse (10.909 GWh) aus Summe des Biomasse-Stroms 50.044 GWh (S. 67, 73, 80, 83, 86, 89)","UBA 2022 Emissionsbilanz EE 2021 ab Kapitel 4.6 (ab S. 67), extra Berechnungstabelle UBA_2022_EEE_EF_non-CO2-THG_Biomasse_2021.xlsx",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/2022-12-09_climate-change_43-2022_emissionsbilanz_erneuerbarer_energien_2021.pdf 
Fact_E_P_biomass_gaseous_pct_of_gep_2018,ud,Anteil Stromerzeugung Biogas/Biomethan,0.056480025098349415,%,"Nur gasfÃ¶rmige Biomasse (33.128) aus Summe des Biomasse-Stroms 50.044 GWh  (S. 67, 73, 80, 83, 86, 89)","UBA 2022 Emissionsbilanz EE 2021 ab Kapitel 4.6 (ab S. 67), extra Berechnungstabelle UBA_2022_EEE_EF_non-CO2-THG_Biomasse_2021.xlsx",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/2022-12-09_climate-change_43-2022_emissionsbilanz_erneuerbarer_energien_2021.pdf 
Fact_E_P_hydro_pct_of_gep_2018,ud,Anteil Laufwasser an Bruttostromerzeugung Deutschland 2021,0.03354904632152588,%,"Aufstellung des statistisches Bundesamtes, korrekte Bruttostromerzeugung insgesamt 587.2 TWh verwendet",destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_geothermal_pct_of_gep_2018,ud,Anteil Geothermie an Bruttostromerzeugung Deutschland 2021,0.0003405994550408719,%,"Aufstellung des statistisches Bundesamtes, korrekte Bruttostromerzeugung insgesamt 587.2 TWh verwendet",destatis - Bruttostromerzeugung in Deutschland,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Energie/Erzeugung/Tabellen/bruttostromerzeugung.html
Fact_E_P_pv_roof_pct_of_gep_pv_2017,ud,Anteil Dachanlagen an PV Deutschland 2021,0.72,%,"Anteil Dachanlagen an der installierten PV-Leistung (2021, in %)",foerderal Erneuerbar,https://www.foederal-erneuerbar.de/uebersicht/bundeslaender/BW%7CBY%7CB%7CBB%7CHB%7CHH%7CHE%7CMV%7CNI%7CNRW%7CRLP%7CSL%7CSN%7CST%7CSH%7CTH%7CD/kategorie/solar/auswahl/990-anteil_dachanlagen_a/#goto_990
